object,businessKey,sourceField,sourceLabel,sharePercent,reason
products,109326100005,地域分布_提取结果(占比),广东,9.54,not_in_taxonomy
products,109326100005,地域分布_提取结果(占比),江苏,8.36,not_in_taxonomy
products,109326100005,地域分布_提取结果(占比),浙江,7.23,not_in_taxonomy
products,109326100005,八大消费群体_提取结果(占比),精致妈妈,28.25,not_in_taxonomy
products,109326100005,八大消费群体_提取结果(占比),新锐白领,23.17,not_in_taxonomy
products,109326100005,八大消费群体_提取结果(占比),小镇青年,21.02,not_in_taxonomy
products,109326100005,手机品牌_提取结果(占比),苹果,44.86,not_in_taxonomy
products,109326100005,手机品牌_提取结果(占比),华为,26.15,not_in_taxonomy
products,109326100005,手机品牌_提取结果(占比),OPPO,13.53,not_in_taxonomy
products,109326100005,预测人生阶段_提取结果(占比),家有儿女,68.37,not_in_taxonomy
products,109326100005,预测职业_提取结果(占比),基础服务业,40.74,not_in_taxonomy
products,109326100005,预测职业_提取结果(占比),在校大学生,33.33,not_in_taxonomy
products,109326100005,预测职业_提取结果(占比),职场白领,18.52,not_in_taxonomy
products,109326100005,手机价格_提取结果(占比),5000~5999,30.13,not_in_taxonomy
products,109326100005,手机价格_提取结果(占比),2000~2999,27.96,not_in_taxonomy
products,109326100005,手机价格_提取结果(占比),3000~3999,17.74,not_in_taxonomy
products,109326100005,抖音活跃用户_提取结果(占比),高活跃_月活,72.99,not_in_taxonomy
products,109326100005,头条活跃用户_提取结果(占比),低活跃_月活,90.91,not_in_taxonomy
products,109326100005,西瓜活跃用户_提取结果(占比),低活跃_月活,100,not_in_taxonomy
products,109326100005,火山活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326100005,头条用户阅读兴趣分类_提取结果(占比),娱乐,60.4,not_in_taxonomy
products,109326100005,头条用户阅读兴趣分类_提取结果(占比),社会,51.76,not_in_taxonomy
products,109326100005,头条用户阅读兴趣分类_提取结果(占比),健康,39.02,not_in_taxonomy
products,109326100005,抖音视频观看兴趣分类_提取结果(占比),拍摄,98.96,not_in_taxonomy
products,109326100005,抖音视频观看兴趣分类_提取结果(占比),演绎,98.41,not_in_taxonomy
products,109326100005,抖音视频观看兴趣分类_提取结果(占比),生活,93.34,not_in_taxonomy
products,109326100005,西瓜视频观看兴趣分类_提取结果(占比),影视,92.86,not_in_taxonomy
products,109326100005,西瓜视频观看兴趣分类_提取结果(占比),搞笑,64.29,not_in_taxonomy
products,109326100005,西瓜视频观看兴趣分类_提取结果(占比),美食,57.14,not_in_taxonomy
products,109326100005,美妆行业特色人群_提取结果(占比),美潮文艺咖,26.9,not_in_taxonomy
products,109326100005,美妆行业特色人群_提取结果(占比),悦己质享派,19.62,not_in_taxonomy
products,109326100005,美妆行业特色人群_提取结果(占比),理性刚需派,14.93,not_in_taxonomy
products,109326100005,电商品类成交偏好_提取结果(占比),女装,63.96,not_in_taxonomy
products,109326100005,电商品类成交偏好_提取结果(占比),内衣裤袜,56.94,not_in_taxonomy
products,109326100005,电商品类成交偏好_提取结果(占比),个人护理,45.91,not_in_taxonomy
products,109326100005,电商品牌成交偏好_提取结果(占比),三資堂,12.37,not_in_taxonomy
products,109326100005,电商品牌成交偏好_提取结果(占比),草本初色,10.01,not_in_taxonomy
products,109326100005,电商品牌成交偏好_提取结果(占比),Three Squirrels三只松鼠,7.66,not_in_taxonomy
products,109326100005,电商消费频次_提取结果(占比),(45,,not_in_taxonomy
products,109326100005,电商消费频次_提取结果(占比),+∞),76.01,not_in_taxonomy
products,109326100005,电商消费频次_提取结果(占比),(40,,not_in_taxonomy
products,109326100005,电商消费频次_提取结果(占比),45],3.14,not_in_taxonomy
products,109326100005,电商消费频次_提取结果(占比),(20,,not_in_taxonomy
products,109326100005,电商消费频次_提取结果(占比),25],3.08,not_in_taxonomy
products,109326100005,电商消费金额_提取结果(占比),(2000,,not_in_taxonomy
products,109326100005,电商消费金额_提取结果(占比),+∞),82.67,not_in_taxonomy
products,109326100005,电商消费金额_提取结果(占比),(1000,,not_in_taxonomy
products,109326100005,电商消费金额_提取结果(占比),1500],4.75,not_in_taxonomy
products,109326100005,电商消费金额_提取结果(占比),(500,,not_in_taxonomy
products,109326100005,电商消费金额_提取结果(占比),1000],4.51,not_in_taxonomy
products,109326100005,触点互动偏好_提取结果(占比),通投,99.52,not_in_taxonomy
products,109326100005,触点互动偏好_提取结果(占比),抖音,99.11,not_in_taxonomy
products,109326100005,触点互动偏好_提取结果(占比),抖音-星图视频推广,81.06,not_in_taxonomy
products,109326100005,城市_提取结果(占比),上海,3.4,not_in_taxonomy
products,109326100005,城市_提取结果(占比),北京,2.98,not_in_taxonomy
products,109326100005,城市_提取结果(占比),深圳,2.41,not_in_taxonomy
products,109326100005,抖音视频观看兴趣分类v2_提取结果(占比),时尚,23.62,not_in_taxonomy
products,109326100005,抖音视频观看兴趣分类v2_提取结果(占比),美食,16.33,not_in_taxonomy
products,109326100005,抖音视频观看兴趣分类v2_提取结果(占比),文化教育,8.58,not_in_taxonomy
products,109326100003,地域分布_提取结果(占比),广东,8.92,not_in_taxonomy
products,109326100003,地域分布_提取结果(占比),山东,8.27,not_in_taxonomy
products,109326100003,地域分布_提取结果(占比),河南,7.95,not_in_taxonomy
products,109326100003,八大消费群体_提取结果(占比),精致妈妈,31.56,not_in_taxonomy
products,109326100003,八大消费群体_提取结果(占比),小镇青年,23.97,not_in_taxonomy
products,109326100003,八大消费群体_提取结果(占比),新锐白领,16.05,not_in_taxonomy
products,109326100003,手机品牌_提取结果(占比),苹果,36.21,not_in_taxonomy
products,109326100003,手机品牌_提取结果(占比),华为,35.22,not_in_taxonomy
products,109326100003,手机品牌_提取结果(占比),OPPO,14.95,not_in_taxonomy
products,109326100003,预测人生阶段_提取结果(占比),家有儿女,76.4,not_in_taxonomy
products,109326100003,预测职业_提取结果(占比),在校大学生,50,not_in_taxonomy
products,109326100003,预测职业_提取结果(占比),职场白领,50,not_in_taxonomy
products,109326100003,预测职业_提取结果(占比),基础服务业,50,not_in_taxonomy
products,109326100003,手机价格_提取结果(占比),2000~2999,30.33,not_in_taxonomy
products,109326100003,手机价格_提取结果(占比),5000~5999,28.44,not_in_taxonomy
products,109326100003,手机价格_提取结果(占比),3000~3999,18.44,not_in_taxonomy
products,109326100003,抖音活跃用户_提取结果(占比),高活跃_月活,71.19,not_in_taxonomy
products,109326100003,头条活跃用户_提取结果(占比),低活跃_月活,100,not_in_taxonomy
products,109326100003,西瓜活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326100003,火山活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326100003,头条用户阅读兴趣分类_提取结果(占比),娱乐,60.05,not_in_taxonomy
products,109326100003,头条用户阅读兴趣分类_提取结果(占比),社会,57.07,not_in_taxonomy
products,109326100003,头条用户阅读兴趣分类_提取结果(占比),健康,40.49,not_in_taxonomy
products,109326100003,抖音视频观看兴趣分类_提取结果(占比),拍摄,99.17,not_in_taxonomy
products,109326100003,抖音视频观看兴趣分类_提取结果(占比),演绎,98.18,not_in_taxonomy
products,109326100003,抖音视频观看兴趣分类_提取结果(占比),生活,95.02,not_in_taxonomy
products,109326100003,西瓜视频观看兴趣分类_提取结果(占比),影视,85.71,not_in_taxonomy
products,109326100003,西瓜视频观看兴趣分类_提取结果(占比),亲子,57.14,not_in_taxonomy
products,109326100003,西瓜视频观看兴趣分类_提取结果(占比),少儿,42.86,not_in_taxonomy
products,109326100003,美妆行业特色人群_提取结果(占比),美潮文艺咖,23.52,not_in_taxonomy
products,109326100003,美妆行业特色人群_提取结果(占比),悦己质享派,21.54,not_in_taxonomy
products,109326100003,美妆行业特色人群_提取结果(占比),合群拔草人,17.91,not_in_taxonomy
products,109326100003,电商品类成交偏好_提取结果(占比),女装,69.54,not_in_taxonomy
products,109326100003,电商品类成交偏好_提取结果(占比),内衣裤袜,60.13,not_in_taxonomy
products,109326100003,电商品类成交偏好_提取结果(占比),女装-裤子,54.36,not_in_taxonomy
products,109326100003,电商品牌成交偏好_提取结果(占比),Semir森马,12.19,not_in_taxonomy
products,109326100003,电商品牌成交偏好_提取结果(占比),三資堂,10.38,not_in_taxonomy
products,109326100003,电商品牌成交偏好_提取结果(占比),balabala巴拉巴拉,8.95,not_in_taxonomy
products,109326100003,电商消费频次_提取结果(占比),(45,,not_in_taxonomy
products,109326100003,电商消费频次_提取结果(占比),+∞),78.63,not_in_taxonomy
products,109326100003,电商消费频次_提取结果(占比),(30,,not_in_taxonomy
products,109326100003,电商消费频次_提取结果(占比),35],3.33,not_in_taxonomy
products,109326100003,电商消费频次_提取结果(占比),(35,,not_in_taxonomy
products,109326100003,电商消费频次_提取结果(占比),40],2.9,not_in_taxonomy
products,109326100003,电商消费金额_提取结果(占比),(2000,,not_in_taxonomy
products,109326100003,电商消费金额_提取结果(占比),+∞),85.61,not_in_taxonomy
products,109326100003,电商消费金额_提取结果(占比),(1500,,not_in_taxonomy
products,109326100003,电商消费金额_提取结果(占比),2000],4.3,not_in_taxonomy
products,109326100003,电商消费金额_提取结果(占比),(1000,,not_in_taxonomy
products,109326100003,电商消费金额_提取结果(占比),1500],3.87,not_in_taxonomy
products,109326100003,触点互动偏好_提取结果(占比),抖音,99.67,not_in_taxonomy
products,109326100003,触点互动偏好_提取结果(占比),通投,99.55,not_in_taxonomy
products,109326100003,触点互动偏好_提取结果(占比),通投-千川直播带货,78.45,not_in_taxonomy
products,109326100003,城市_提取结果(占比),西安,3.44,not_in_taxonomy
products,109326100003,城市_提取结果(占比),北京,3.33,not_in_taxonomy
products,109326100003,城市_提取结果(占比),石家庄,1.93,not_in_taxonomy
products,109326100003,抖音视频观看兴趣分类v2_提取结果(占比),时尚,23.05,not_in_taxonomy
products,109326100003,抖音视频观看兴趣分类v2_提取结果(占比),美食,15.36,not_in_taxonomy
products,109326100003,抖音视频观看兴趣分类v2_提取结果(占比),运动,8.63,not_in_taxonomy
products,109326100046,地域分布_提取结果(占比),广东,12.26,not_in_taxonomy
products,109326100046,地域分布_提取结果(占比),江苏,8,not_in_taxonomy
products,109326100046,地域分布_提取结果(占比),河南,7.83,not_in_taxonomy
products,109326100046,八大消费群体_提取结果(占比),精致妈妈,29.22,not_in_taxonomy
products,109326100046,八大消费群体_提取结果(占比),小镇青年,22.38,not_in_taxonomy
products,109326100046,八大消费群体_提取结果(占比),新锐白领,17.3,not_in_taxonomy
products,109326100046,手机品牌_提取结果(占比),苹果,37.87,not_in_taxonomy
products,109326100046,手机品牌_提取结果(占比),华为,25.37,not_in_taxonomy
products,109326100046,手机品牌_提取结果(占比),OPPO,17.28,not_in_taxonomy
products,109326100046,预测人生阶段_提取结果(占比),家有儿女,70.21,not_in_taxonomy
products,109326100046,预测职业_提取结果(占比),在校大学生,0,not_in_taxonomy
products,109326100046,预测职业_提取结果(占比),职场白领,0,not_in_taxonomy
products,109326100046,预测职业_提取结果(占比),基础服务业,0,not_in_taxonomy
products,109326100046,手机价格_提取结果(占比),2000~2999,31.87,not_in_taxonomy
products,109326100046,手机价格_提取结果(占比),5000~5999,29.49,not_in_taxonomy
products,109326100046,手机价格_提取结果(占比),3000~3999,19.44,not_in_taxonomy
products,109326100046,抖音活跃用户_提取结果(占比),高活跃_月活,77.6,not_in_taxonomy
products,109326100046,头条活跃用户_提取结果(占比),低活跃_月活,100,not_in_taxonomy
products,109326100046,西瓜活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326100046,火山活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326100046,头条用户阅读兴趣分类_提取结果(占比),娱乐,57.96,not_in_taxonomy
products,109326100046,头条用户阅读兴趣分类_提取结果(占比),社会,53.9,not_in_taxonomy
products,109326100046,头条用户阅读兴趣分类_提取结果(占比),健康,36.64,not_in_taxonomy
products,109326100046,抖音视频观看兴趣分类_提取结果(占比),拍摄,99.26,not_in_taxonomy
products,109326100046,抖音视频观看兴趣分类_提取结果(占比),演绎,98.61,not_in_taxonomy
products,109326100046,抖音视频观看兴趣分类_提取结果(占比),生活,95.17,not_in_taxonomy
products,109326100046,西瓜视频观看兴趣分类_提取结果(占比),影视,90,not_in_taxonomy
products,109326100046,西瓜视频观看兴趣分类_提取结果(占比),搞笑,90,not_in_taxonomy
products,109326100046,西瓜视频观看兴趣分类_提取结果(占比),亲子,60,not_in_taxonomy
products,109326100046,美妆行业特色人群_提取结果(占比),美潮文艺咖,28.56,not_in_taxonomy
products,109326100046,美妆行业特色人群_提取结果(占比),悦己质享派,18.17,not_in_taxonomy
products,109326100046,美妆行业特色人群_提取结果(占比),合群拔草人,14.84,not_in_taxonomy
products,109326100046,电商品类成交偏好_提取结果(占比),女装,71.5,not_in_taxonomy
products,109326100046,电商品类成交偏好_提取结果(占比),内衣裤袜,61.39,not_in_taxonomy
products,109326100046,电商品类成交偏好_提取结果(占比),女装-T恤,57.22,not_in_taxonomy
products,109326100046,电商品牌成交偏好_提取结果(占比),三資堂,11.15,not_in_taxonomy
products,109326100046,电商品牌成交偏好_提取结果(占比),草本初色,10.01,not_in_taxonomy
products,109326100046,电商品牌成交偏好_提取结果(占比),Semir森马,9.72,not_in_taxonomy
products,109326100046,电商消费频次_提取结果(占比),(45,,not_in_taxonomy
products,109326100046,电商消费频次_提取结果(占比),+∞),76.91,not_in_taxonomy
products,109326100046,电商消费频次_提取结果(占比),(40,,not_in_taxonomy
products,109326100046,电商消费频次_提取结果(占比),45],3.5,not_in_taxonomy
products,109326100046,电商消费频次_提取结果(占比),(20,,not_in_taxonomy
products,109326100046,电商消费频次_提取结果(占比),25],3.22,not_in_taxonomy
products,109326100046,电商消费金额_提取结果(占比),(2000,,not_in_taxonomy
products,109326100046,电商消费金额_提取结果(占比),+∞),83.63,not_in_taxonomy
products,109326100046,电商消费金额_提取结果(占比),(1000,,not_in_taxonomy
products,109326100046,电商消费金额_提取结果(占比),1500],5.05,not_in_taxonomy
products,109326100046,电商消费金额_提取结果(占比),(500,,not_in_taxonomy
products,109326100046,电商消费金额_提取结果(占比),1000],4.25,not_in_taxonomy
products,109326100046,触点互动偏好_提取结果(占比),通投,99.64,not_in_taxonomy
products,109326100046,触点互动偏好_提取结果(占比),抖音,99.34,not_in_taxonomy
products,109326100046,触点互动偏好_提取结果(占比),通投-千川直播带货,80.19,not_in_taxonomy
products,109326100046,城市_提取结果(占比),北京,2.59,not_in_taxonomy
products,109326100046,城市_提取结果(占比),苏州,2.59,not_in_taxonomy
products,109326100046,城市_提取结果(占比),武汉,2.53,not_in_taxonomy
products,109326100046,抖音视频观看兴趣分类v2_提取结果(占比),时尚,23.79,not_in_taxonomy
products,109326100046,抖音视频观看兴趣分类v2_提取结果(占比),美食,15.16,not_in_taxonomy
products,109326100046,抖音视频观看兴趣分类v2_提取结果(占比),运动,8.48,not_in_taxonomy
products,109326114005,地域分布_提取结果(占比),广东,15.19,not_in_taxonomy
products,109326114005,地域分布_提取结果(占比),四川,7.82,not_in_taxonomy
products,109326114005,地域分布_提取结果(占比),江苏,6.87,not_in_taxonomy
products,109326114005,八大消费群体_提取结果(占比),精致妈妈,26.8,not_in_taxonomy
products,109326114005,八大消费群体_提取结果(占比),新锐白领,23.31,not_in_taxonomy
products,109326114005,八大消费群体_提取结果(占比),小镇青年,22.75,not_in_taxonomy
products,109326114005,手机品牌_提取结果(占比),苹果,46.85,not_in_taxonomy
products,109326114005,手机品牌_提取结果(占比),华为,24.68,not_in_taxonomy
products,109326114005,手机品牌_提取结果(占比),OPPO,13.69,not_in_taxonomy
products,109326114005,预测人生阶段_提取结果(占比),家有儿女,68.56,not_in_taxonomy
products,109326114005,预测职业_提取结果(占比),在校大学生,42.86,not_in_taxonomy
products,109326114005,预测职业_提取结果(占比),IT通讯科技,42.86,not_in_taxonomy
products,109326114005,预测职业_提取结果(占比),基础服务业,14.29,not_in_taxonomy
products,109326114005,手机价格_提取结果(占比),5000~5999,32.81,not_in_taxonomy
products,109326114005,手机价格_提取结果(占比),2000~2999,28.02,not_in_taxonomy
products,109326114005,手机价格_提取结果(占比),3000~3999,16.7,not_in_taxonomy
products,109326114005,抖音活跃用户_提取结果(占比),高活跃_月活,77.9,not_in_taxonomy
products,109326114005,头条活跃用户_提取结果(占比),低活跃_月活,100,not_in_taxonomy
products,109326114005,西瓜活跃用户_提取结果(占比),低活跃_月活,100,not_in_taxonomy
products,109326114005,火山活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326114005,头条用户阅读兴趣分类_提取结果(占比),娱乐,62.95,not_in_taxonomy
products,109326114005,头条用户阅读兴趣分类_提取结果(占比),社会,50.86,not_in_taxonomy
products,109326114005,头条用户阅读兴趣分类_提取结果(占比),健康,40.5,not_in_taxonomy
products,109326114005,抖音视频观看兴趣分类_提取结果(占比),拍摄,99.66,not_in_taxonomy
products,109326114005,抖音视频观看兴趣分类_提取结果(占比),演绎,97.99,not_in_taxonomy
products,109326114005,抖音视频观看兴趣分类_提取结果(占比),生活,93.96,not_in_taxonomy
products,109326114005,西瓜视频观看兴趣分类_提取结果(占比),影视,88.89,not_in_taxonomy
products,109326114005,西瓜视频观看兴趣分类_提取结果(占比),美食,66.67,not_in_taxonomy
products,109326114005,西瓜视频观看兴趣分类_提取结果(占比),搞笑,66.67,not_in_taxonomy
products,109326114005,美妆行业特色人群_提取结果(占比),美潮文艺咖,28.73,not_in_taxonomy
products,109326114005,美妆行业特色人群_提取结果(占比),悦己质享派,20,not_in_taxonomy
products,109326114005,美妆行业特色人群_提取结果(占比),理性刚需派,14.96,not_in_taxonomy
products,109326114005,电商品类成交偏好_提取结果(占比),女装,71.5,not_in_taxonomy
products,109326114005,电商品类成交偏好_提取结果(占比),内衣裤袜,61.93,not_in_taxonomy
products,109326114005,电商品类成交偏好_提取结果(占比),女装-裤子,48.8,not_in_taxonomy
products,109326114005,电商品牌成交偏好_提取结果(占比),三資堂,12.18,not_in_taxonomy
products,109326114005,电商品牌成交偏好_提取结果(占比),Three Squirrels三只松鼠,8.95,not_in_taxonomy
products,109326114005,电商品牌成交偏好_提取结果(占比),草本初色,8.67,not_in_taxonomy
products,109326114005,电商消费频次_提取结果(占比),(45,,not_in_taxonomy
products,109326114005,电商消费频次_提取结果(占比),+∞),77.26,not_in_taxonomy
products,109326114005,电商消费频次_提取结果(占比),(30,,not_in_taxonomy
products,109326114005,电商消费频次_提取结果(占比),35],3.4,not_in_taxonomy
products,109326114005,电商消费频次_提取结果(占比),(25,,not_in_taxonomy
products,109326114005,电商消费频次_提取结果(占比),30],2.9,not_in_taxonomy
products,109326114005,电商消费金额_提取结果(占比),(2000,,not_in_taxonomy
products,109326114005,电商消费金额_提取结果(占比),+∞),83.56,not_in_taxonomy
products,109326114005,电商消费金额_提取结果(占比),(500,,not_in_taxonomy
products,109326114005,电商消费金额_提取结果(占比),1000],5.07,not_in_taxonomy
products,109326114005,电商消费金额_提取结果(占比),(1500,,not_in_taxonomy
products,109326114005,电商消费金额_提取结果(占比),2000],3.96,not_in_taxonomy
products,109326114005,触点互动偏好_提取结果(占比),通投,99.6,not_in_taxonomy
products,109326114005,触点互动偏好_提取结果(占比),抖音,99.25,not_in_taxonomy
products,109326114005,触点互动偏好_提取结果(占比),抖音-星图视频推广,83.39,not_in_taxonomy
products,109326114005,城市_提取结果(占比),广州,4.41,not_in_taxonomy
products,109326114005,城市_提取结果(占比),成都,3.96,not_in_taxonomy
products,109326114005,城市_提取结果(占比),深圳,3.29,not_in_taxonomy
products,109326114005,抖音视频观看兴趣分类v2_提取结果(占比),时尚,23.47,not_in_taxonomy
products,109326114005,抖音视频观看兴趣分类v2_提取结果(占比),美食,14.46,not_in_taxonomy
products,109326114005,抖音视频观看兴趣分类v2_提取结果(占比),运动,7.44,not_in_taxonomy
products,109326127015,地域分布_提取结果(占比),广东,10.55,not_in_taxonomy
products,109326127015,地域分布_提取结果(占比),河北,8.27,not_in_taxonomy
products,109326127015,地域分布_提取结果(占比),河南,7.98,not_in_taxonomy
products,109326127015,八大消费群体_提取结果(占比),精致妈妈,32.7,not_in_taxonomy
products,109326127015,八大消费群体_提取结果(占比),小镇青年,24.49,not_in_taxonomy
products,109326127015,八大消费群体_提取结果(占比),新锐白领,14.53,not_in_taxonomy
products,109326127015,手机品牌_提取结果(占比),苹果,36.55,not_in_taxonomy
products,109326127015,手机品牌_提取结果(占比),华为,26.21,not_in_taxonomy
products,109326127015,手机品牌_提取结果(占比),vivo,16.78,not_in_taxonomy
products,109326127015,预测人生阶段_提取结果(占比),家有儿女,78.75,not_in_taxonomy
products,109326127015,预测职业_提取结果(占比),在校大学生,100,not_in_taxonomy
products,109326127015,预测职业_提取结果(占比),职场白领,0,not_in_taxonomy
products,109326127015,预测职业_提取结果(占比),基础服务业,0,not_in_taxonomy
products,109326127015,手机价格_提取结果(占比),2000~2999,36.62,not_in_taxonomy
products,109326127015,手机价格_提取结果(占比),5000~5999,24.54,not_in_taxonomy
products,109326127015,手机价格_提取结果(占比),1000~1999,17.32,not_in_taxonomy
products,109326127015,抖音活跃用户_提取结果(占比),高活跃_月活,72.98,not_in_taxonomy
products,109326127015,头条活跃用户_提取结果(占比),低活跃_月活,100,not_in_taxonomy
products,109326127015,西瓜活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326127015,火山活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326127015,头条用户阅读兴趣分类_提取结果(占比),娱乐,63.05,not_in_taxonomy
products,109326127015,头条用户阅读兴趣分类_提取结果(占比),社会,55.93,not_in_taxonomy
products,109326127015,头条用户阅读兴趣分类_提取结果(占比),健康,40.85,not_in_taxonomy
products,109326127015,抖音视频观看兴趣分类_提取结果(占比),拍摄,99.33,not_in_taxonomy
products,109326127015,抖音视频观看兴趣分类_提取结果(占比),演绎,98.77,not_in_taxonomy
products,109326127015,抖音视频观看兴趣分类_提取结果(占比),生活,95.18,not_in_taxonomy
products,109326127015,西瓜视频观看兴趣分类_提取结果(占比),影视,66.67,not_in_taxonomy
products,109326127015,西瓜视频观看兴趣分类_提取结果(占比),游戏,58.33,not_in_taxonomy
products,109326127015,西瓜视频观看兴趣分类_提取结果(占比),动物,58.33,not_in_taxonomy
products,109326127015,美妆行业特色人群_提取结果(占比),美潮文艺咖,24.08,not_in_taxonomy
products,109326127015,美妆行业特色人群_提取结果(占比),合群拔草人,18.82,not_in_taxonomy
products,109326127015,美妆行业特色人群_提取结果(占比),悦己质享派,15.93,not_in_taxonomy
products,109326127015,电商品类成交偏好_提取结果(占比),女装,68.85,not_in_taxonomy
products,109326127015,电商品类成交偏好_提取结果(占比),女装-裤子,64.03,not_in_taxonomy
products,109326127015,电商品类成交偏好_提取结果(占比),内衣裤袜,60.09,not_in_taxonomy
products,109326127015,电商品牌成交偏好_提取结果(占比),Semir森马,16.08,not_in_taxonomy
products,109326127015,电商品牌成交偏好_提取结果(占比),balabala巴拉巴拉,12.83,not_in_taxonomy
products,109326127015,电商品牌成交偏好_提取结果(占比),IEF爱依服,10.28,not_in_taxonomy
products,109326127015,电商消费频次_提取结果(占比),(45,,not_in_taxonomy
products,109326127015,电商消费频次_提取结果(占比),+∞),81.55,not_in_taxonomy
products,109326127015,电商消费频次_提取结果(占比),(40,,not_in_taxonomy
products,109326127015,电商消费频次_提取结果(占比),45],3.13,not_in_taxonomy
products,109326127015,电商消费频次_提取结果(占比),(25,,not_in_taxonomy
products,109326127015,电商消费频次_提取结果(占比),30],2.49,not_in_taxonomy
products,109326127015,电商消费金额_提取结果(占比),(2000,,not_in_taxonomy
products,109326127015,电商消费金额_提取结果(占比),+∞),88.75,not_in_taxonomy
products,109326127015,电商消费金额_提取结果(占比),(1000,,not_in_taxonomy
products,109326127015,电商消费金额_提取结果(占比),1500],3.63,not_in_taxonomy
products,109326127015,电商消费金额_提取结果(占比),(1500,,not_in_taxonomy
products,109326127015,电商消费金额_提取结果(占比),2000],3.06,not_in_taxonomy
products,109326127015,触点互动偏好_提取结果(占比),通投,99.71,not_in_taxonomy
products,109326127015,触点互动偏好_提取结果(占比),抖音,99.41,not_in_taxonomy
products,109326127015,触点互动偏好_提取结果(占比),通投-千川直播带货,79.54,not_in_taxonomy
products,109326127015,城市_提取结果(占比),深圳,2.49,not_in_taxonomy
products,109326127015,城市_提取结果(占比),北京,2.42,not_in_taxonomy
products,109326127015,城市_提取结果(占比),上海,2.35,not_in_taxonomy
products,109326127015,抖音视频观看兴趣分类v2_提取结果(占比),时尚,20.66,not_in_taxonomy
products,109326127015,抖音视频观看兴趣分类v2_提取结果(占比),美食,15.83,not_in_taxonomy
products,109326127015,抖音视频观看兴趣分类v2_提取结果(占比),运动,8.32,not_in_taxonomy
products,109326100004,预测年龄段_提取结果(占比),46-50,15.5,not_in_taxonomy
products,109326100004,地域分布_提取结果(占比),广东,13.97,not_in_taxonomy
products,109326100004,地域分布_提取结果(占比),河北,7.35,not_in_taxonomy
products,109326100004,地域分布_提取结果(占比),河南,7.35,not_in_taxonomy
products,109326100004,八大消费群体_提取结果(占比),精致妈妈,25.81,not_in_taxonomy
products,109326100004,八大消费群体_提取结果(占比),小镇青年,19.73,not_in_taxonomy
products,109326100004,八大消费群体_提取结果(占比),资深中产,17.08,not_in_taxonomy
products,109326100004,手机品牌_提取结果(占比),华为,30.54,not_in_taxonomy
products,109326100004,手机品牌_提取结果(占比),苹果,25.75,not_in_taxonomy
products,109326100004,手机品牌_提取结果(占比),vivo,20.36,not_in_taxonomy
products,109326100004,预测人生阶段_提取结果(占比),家有儿女,85.99,not_in_taxonomy
products,109326100004,预测职业_提取结果(占比),IT通讯科技,60,not_in_taxonomy
products,109326100004,预测职业_提取结果(占比),在校大学生,40,not_in_taxonomy
products,109326100004,预测职业_提取结果(占比),基础服务业,40,not_in_taxonomy
products,109326100004,手机价格_提取结果(占比),2000~2999,38.98,not_in_taxonomy
products,109326100004,手机价格_提取结果(占比),1000~1999,22.22,not_in_taxonomy
products,109326100004,手机价格_提取结果(占比),5000~5999,22.22,not_in_taxonomy
products,109326100004,抖音活跃用户_提取结果(占比),高活跃_月活,70.62,not_in_taxonomy
products,109326100004,头条活跃用户_提取结果(占比),低活跃_月活,100,not_in_taxonomy
products,109326100004,西瓜活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326100004,火山活跃用户_提取结果(占比),高活跃_月活,0,not_in_taxonomy
products,109326100004,头条用户阅读兴趣分类_提取结果(占比),娱乐,62.25,not_in_taxonomy
products,109326100004,头条用户阅读兴趣分类_提取结果(占比),社会,62.25,not_in_taxonomy
products,109326100004,头条用户阅读兴趣分类_提取结果(占比),健康,46.18,not_in_taxonomy
products,109326100004,抖音视频观看兴趣分类_提取结果(占比),拍摄,99.67,not_in_taxonomy
products,109326100004,抖音视频观看兴趣分类_提取结果(占比),演绎,98.33,not_in_taxonomy
products,109326100004,抖音视频观看兴趣分类_提取结果(占比),生活,95.32,not_in_taxonomy
products,109326100004,西瓜视频观看兴趣分类_提取结果(占比),搞笑,50,not_in_taxonomy
products,109326100004,西瓜视频观看兴趣分类_提取结果(占比),游戏,50,not_in_taxonomy
products,109326100004,西瓜视频观看兴趣分类_提取结果(占比),娱乐,50,not_in_taxonomy
products,109326100004,美妆行业特色人群_提取结果(占比),美潮文艺咖,21.99,not_in_taxonomy
products,109326100004,美妆行业特色人群_提取结果(占比),合群拔草人,21.8,not_in_taxonomy
products,109326100004,美妆行业特色人群_提取结果(占比),理性刚需派,18.23,not_in_taxonomy
products,109326100004,电商品类成交偏好_提取结果(占比),女装,73.71,not_in_taxonomy
products,109326100004,电商品类成交偏好_提取结果(占比),女装-裤子,63.62,not_in_taxonomy
products,109326100004,电商品类成交偏好_提取结果(占比),内衣裤袜,58.86,not_in_taxonomy
